,14,15,16
0.94,0.0012146424601356984,0.001393719817836829,3.253953032593819e-05
12.9386173087,0.033380291123370535,0.010509242490616143,3.253953032593819e-05
24.9372346173,0.09835935792367118,0.08482779363333068,0.0022937718938606548
36.935851926,0.07157529720987435,0.09947344761986311,0.007087166330405244
48.9344692346,0.09437382093753598,0.08903107789663851,0.013171039560782378
60.9330865433,0.1547835003607598,0.13548267972416606,0.017765068424619473
72.9317038519,0.21783893740566018,0.17645059935916543,0.018491012342499835
84.9303211606,0.33263523137352763,0.20678821007475295,0.014067033584265283
96.9289384692,0.4671529464928879,0.21684603060752983,0.010207086201627151
108.927555778,0.560326156888809,0.22077184376700432,0.008092399098380911
120.926173087,0.6101911446640343,0.2472048243288976,0.007503699375842845
132.924790395,0.5898249695400399,0.24148318710009037,0.0072090380009846525
144.923407704,0.5965172369988996,0.25464906200799586,0.008580890762038839
156.922025013,0.616047588521537,0.2560670506366782,0.012074076176655046
168.920642321,0.6229959929623381,0.265595452328628,0.011722004422381607
180.91925963,0.6335067435140992,0.2770135520349727,0.016987188803645834
192.917876938,0.6618735220025128,0.29748406738812827,0.018777710140795954
204.916494247,0.7094425130239311,0.3119726886685768,0.023507009186779643
216.915111556,0.762285068838331,0.3229399037906476,0.023023739896770798
228.913728864,0.8173178614814653,0.3398087143948015,0.025559158405683256
240.912346173,0.8704157087923302,0.34837186254125413,0.025510181206648923
252.910963482,1.0,0.3917977487967127,0.03105381101059055
264.90958079,0.9458874194440997,0.37022469030616045,0.027168359254957503
276.908198099,0.941049447012168,0.3754821971181021,0.03306466721462584
288.906815408,0.935425755076465,0.38447950907538714,0.03125912825361115
300.905432716,0.9225588106904656,0.37633648622416754,0.0303897272599887
312.904050025,0.9128337472966802,0.37754136298407676,0.03426504877162641
324.902667334,0.8899556320055441,0.3729930129088788,0.03410429240998691
336.901284642,0.8839601655078464,0.3759212797511107,0.031999758666327746
348.899901951,0.8665039141890656,0.384992887643853,0.030917672717657895
360.89851926,0.8343131389097918,0.3746088064235848,0.03405645629718859
372.897136568,0.802549214944485,0.3728857535575911,0.03516698328341813
384.895753877,0.7684143393053868,0.3716618883466867,0.035435806895737915
396.894371186,0.7403168203896863,0.370109452895296,0.03362408265448599
408.892988494,0.7107036885987008,0.3728364896985151,0.037300341076136764
420.891605803,0.6744815309938318,0.3818688810051937,0.03868324855901469
432.890223112,0.6572375083049399,0.38785049586358566,0.0366300102821864
444.88884042,0.6521935439309886,0.4040343783621442,0.038443614360650864
456.887457729,0.632847813698314,0.39890139867079716,0.038121028111374765
468.886075038,0.6092056911074898,0.4091903945421051,0.04184353510782068
480.884692346,0.5997320244172049,0.4197922343970562,0.045899064022319525
492.883309655,0.5745408915084761,0.42694446699212507,0.052443189502173825
504.881926963,0.5598696129208953,0.4432545499358314,0.05635117626168559
516.880544272,0.6235914638588201,0.5341420870639592,0.07027591024518057
528.879161581,0.5210366930788237,0.46406345045078423,0.0667238433661425
540.877778889,0.4967642326062407,0.47418591816676625,0.0705073766914089
552.876396198,0.4727415948206197,0.4845555777899283,0.08011116046056674
564.875013507,0.45522032597762985,0.49901452656472756,0.0858280811104409
576.873630815,0.4459513986406418,0.49762345544664655,0.09455584877969622
588.872248124,0.4268199644078928,0.5142549413589422,0.09765221295147185
600.870865433,0.41559258434867646,0.5195531323587493,0.10460691097195678
612.869482741,0.40556687739477737,0.5172139516150963,0.1166610663212715
624.86810005,0.39688702026922934,0.5194809137000223,0.12714261900116897
636.866717359,0.3802519988699562,0.5230892819332039,0.13149987839577712
648.865334667,0.36858476992872846,0.5229049330783996,0.14255783993913143
660.863951976,0.3609164050947953,0.5099054407592046,0.14855427062322807
672.862569285,0.3510128264521963,0.5168463416779266,0.15649550804414372
684.861186593,0.33909226242181767,0.5084626516682551,0.16048810722126888
696.859803902,0.323818524508145,0.512043871648434,0.16820218695683586
708.858421211,0.30842573858999517,0.5056597712900274,0.17419928159437356
720.857038519,0.3005009835438087,0.49593680457711087,0.17411628178096114
732.855655828,0.28447207428646226,0.4887789486952395,0.18248279349582183
744.854273137,0.270187532242422,0.47675929703392683,0.18150167262343023
756.852890445,0.26079887619981656,0.45031814055183156,0.1820938594824628
768.851507754,0.2503412711919647,0.44404043233918333,0.18441707284892522
780.850125063,0.2380719221721666,0.4335840257264273,0.18778506407302356
792.848742371,0.2261210099030919,0.4239674894892073,0.18738942322021693
804.84735968,0.21723808404313624,0.40823986915782073,0.19121230241811976
816.845976988,0.20737170797314097,0.38704505269197426,0.18518172736172941
828.844594297,0.1968495455114547,0.3871403329344079,0.18766533881639164
840.843211606,0.18483851373797708,0.37635479289167156,0.19288220665243938
852.841828914,0.17364565862522122,0.373520376173444,0.19137088126549878
864.840446223,0.16970440415822516,0.36615267054151907,0.19644474073808882
876.839063532,0.15892794857971013,0.36267146327352984,0.19724144319579673
888.83768084,0.14689724181697603,0.3614003956051564,0.1905927333359457
900.836298149,0.14194235760579788,0.3484819320984652,0.20407853501042084
912.834915458,0.13339880400303816,0.33384878735248574,0.21483784092134192
924.833532766,0.12884471644125844,0.32904490291204475,0.21883911675821918
936.832150075,0.123751225926644,0.3211461184082618,0.2266060957232848
948.830767384,0.11532968277969753,0.3173909281534678,0.2284044369484389
960.829384692,0.11228133932476947,0.32312184654257264,0.24154996812563365
972.828002001,0.10714471082740973,0.3176657312317436,0.2517177631080495
984.82661931,0.10457635499166165,0.3129417798267549,0.2722020422570733
996.825236618,0.0956425902265302,0.3129078135376719,0.28132033909781506
1008.82385393,0.09222792693320653,0.30555972670116416,0.2927013837298278
1020.82247124,0.08721130804125626,0.2922613108395929,0.29503341037137687
1032.82108854,0.08501885755454511,0.296009525164876,0.3047909310067266
1044.81970585,0.10590073502980366,0.373308097309691,0.412760475131371
1056.81832316,0.0740918026588486,0.2806006070428248,0.3254232669182554
1068.81694047,0.07155311702246812,0.2742124837586602,0.33072945442153395
1080.81555778,0.06953589980769254,0.2681752699808387,0.33849457309190595
1092.81417509,0.06798994212973554,0.26172804248173204,0.3511663570624439
1104.8127924,0.06384641725710917,0.255591889816859,0.36287494889972793
1116.8114097,0.06142149775424177,0.24737828707333112,0.36116086985816037
1128.81002701,0.05886002462099118,0.23963384927113088,0.3581099995042975
1140.80864432,0.05480806022333177,0.23340663068366402,0.3553202314806194
1152.80726163,0.052427461100639595,0.2249665604121217,0.3625919717272794
1164.80587894,0.049831876234967175,0.2191605969605472,0.35921624038949074
1176.80449625,0.04709389571000565,0.21326982219827165,0.3529329055621594
1188.80311356,0.04480908266417373,0.20051157474428613,0.35313398178684047
1200.80173087,0.04245632720864618,0.19760168054265725,0.3485631332128439
1212.80034817,0.04032982121665334,0.1911915472797879,0.34574648320528995
1224.79896548,0.03811722035361972,0.18141284096741464,0.34389707683064547
1236.79758279,0.03370280767914709,0.1708809599809023,0.33900394942833545
1248.7962001,0.0325644966991714,0.1651915163923657,0.3386530045044679
1260.79481741,0.031243299092363563,0.16028701723835267,0.3387348317120402
1272.79343472,0.029282719994674862,0.15585571958441694,0.33946992120075314
1284.79205203,0.02738150436138345,0.14582144316683124,0.32962486108737726
1296.79066933,0.025795119374315303,0.14210812113724305,0.32446726037059365
1308.78928664,0.024404921918374012,0.1382426037401385,0.3199211980184725
1320.78790395,0.02355349216962978,0.1294441811640328,0.314710643418763
1332.78652126,0.022018608992490928,0.12471415517969854,0.31432161810063974
1344.78513857,0.02067488272759477,0.12075886646158056,0.31061519049573016
1356.78375588,0.019314065353253678,0.11681651817282614,0.30609388792292463
1368.78237319,0.017839790707254197,0.1122804506777128,0.3115405813627908
1380.7809905,0.01672932649385847,0.10955829350340456,0.30691040837275785
1392.7796078,0.015867803389421023,0.10620302533623228,0.30571738667067194
1404.77822511,0.015107150877422608,0.10180127701329922,0.3074413631869688
1416.77684242,0.014134875209167385,0.09744345164946384,0.2965416153630817
1428.77545973,0.013800870216113413,0.09547484563432741,0.29504909950500324
1440.77407704,0.013290753601138799,0.09336284405812688,0.29201190206009325
1452.77269435,0.012265826508904107,0.09039229657290353,0.28437642891764914
1464.77131166,0.011283229883730008,0.08387834009188735,0.28636651444997946
1476.76992896,0.010789840604637045,0.0808874853181291,0.28957709516672814
1488.76854627,0.010299379087764949,0.07842622665594687,0.2910240754602818
1500.76716358,0.009346870327038317,0.07536460868004939,0.28186224176980906
1512.76578089,0.009215284275955036,0.07091146958013718,0.2813569194761146
1524.7643982,0.008641631994235625,0.06820069403527762,0.2797676669723081
1536.76301551,0.007859403945063547,0.06602619984950095,0.2773063539695406
1548.76163282,0.007933971324113923,0.06259861294498267,0.268854056091854
1560.76025013,0.007034023565724144,0.059448304706693315,0.26598073940529593
1572.75886743,0.006387954337782872,0.05704842881657638,0.2634105959180327
1584.75748474,0.0059155441770790676,0.05508476899855561,0.2607649322248903
1596.75610205,0.006223013368488387,0.05340224248706092,0.26329043840165706
1608.75471936,0.0054704659484646374,0.05113813682526974,0.25132228335341594
1620.75333667,0.004863535791160571,0.049167239856336996,0.2438804456670537
1632.75195398,0.004704487888858157,0.04772170452931436,0.24917780884788826
1644.75057129,0.004730774950068754,0.04370106534100786,0.24117341982184706
1656.74918859,0.004728071824302326,0.04234355032378805,0.23485829629790156
1668.7478059,0.004648252284150749,0.0412095105802854,0.22892880535032714
1680.74642321,0.004098959744747701,0.037719999209321155,0.22370799991542148
1692.74504052,0.0039941487044563295,0.03664561248290183,0.21940348848720445
1704.74365783,0.00391742596769087,0.035785058832514094,0.21689712545671788
1716.74227514,0.0038437255784156514,0.034953992726735064,0.21503044134399085
1728.74089245,0.003493431600637245,0.033573563586710896,0.20725647096977234
1740.73950975,0.003442692542228879,0.03206250437437647,0.2063634072394823
1752.73812706,0.0033129191549513205,0.030885141590284555,0.20609476554395248
1764.73674437,0.003058693445891277,0.02995485613425105,0.20660059606164016
1776.73536168,0.0028581477448671034,0.027126289539312214,0.20206224722569335
1788.73397899,0.002469376423064277,0.025754988671476506,0.1968400237640879
1800.7325963,0.0020993104859942506,0.024670495785747194,0.193012138527494
1812.73121361,0.00178553170699237,0.023898547133953646,0.1931005042025859
1824.72983092,0.002093375710236024,0.023026600304005447,0.18858517415724707
1836.72844822,0.0019865141848671814,0.02144240809239204,0.18841536553483515
1848.72706553,0.0017929184672304255,0.019706725681958442,0.18849192574181153
1860.72568284,0.0018631635203398638,0.018797174822499818,0.18052956846338558
1872.72430015,0.001749873780273133,0.0185771391561768,0.1800510024306305
1884.72291746,0.001730516826829819,0.018312584731894316,0.179933406023374
1896.72153477,0.001770005344322871,0.01799301761084207,0.18003766228228643
1908.72015208,0.0012738179761533665,0.016336634027431404,0.17075837349410922
1920.71876938,0.001174850593450304,0.01568205249973065,0.16548572992286736
1932.71738669,0.001171930972051427,0.015505933640271098,0.1627895048469998
1944.716004,0.0013197408269074037,0.01605801432029062,0.16375010206367036
1956.71462131,0.0011796608689725499,0.01458430912112966,0.16498288341295478
1968.71323862,0.0010894779044649803,0.013412997061797785,0.1617723286921317
1980.71185593,0.001030056964932148,0.012686124787752225,0.15840840990480004
1992.71047324,0.001055792661525923,0.013394243556674333,0.15609822813546145
2004.70909055,0.0011183433431842876,0.01236159278237495,0.1531476515668737
2016.70770785,0.0009351980018575771,0.011780718830110752,0.15137752707782942
2028.70632516,0.0006947665065659383,0.011291092563832926,0.14923466147581999
2040.70494247,0.0008384235841529387,0.0104540437515507,0.13937341797809058
2052.70355978,0.0007723499229337748,0.009331149321201418,0.13805538558828204
2064.70217709,0.0006918900465417113,0.009026360744325243,0.1352415990064205
2076.7007944,0.000590001781440957,0.009323197672656994,0.13090170041471644
2088.69941171,0.0008431544167490385,0.011347291581982152,0.18032507120405195
2100.69802901,0.0008487744925992713,0.011392227165151403,0.18142228708834332
2112.69664632,0.0006947453897984279,0.008135732691049462,0.1297337928489812
2124.69526363,0.0006831599574579503,0.007890792639391634,0.12584599799786414
2136.69388094,0.0006615247286910191,0.007618157889265932,0.12525303171681
2148.69249825,0.0005744754187714581,0.0065212123882870355,0.12286723279009709
2160.69111556,0.0005744754187714581,0.0065212123882870355,0.12286723279009709
2172.68973287,0.0005017991366181655,0.006333006181675445,0.11867151185895437
2184.68835018,0.00041921179207646936,0.006119133782458161,0.11390360904562383
2196.68696748,0.00041921179207646936,0.006119133782458161,0.11390360904562383
2208.68558479,0.0005222123772520562,0.006109872130784623,0.11287628510953716
2220.6842021,0.0005589490561019592,0.0061065688260260095,0.11250987486584293
2232.68281941,0.0005570960092619099,0.006102646775152043,0.11250067557131258
2244.68143672,0.0002561849840467313,0.005465756047986244,0.11100682820137332
2256.68005403,0.0002561849840467313,0.005465756047986244,0.11100682820137332
2268.67867134,0.00027327262121354964,0.005241043854095669,0.10783379569160247
2280.67728864,0.00031829043472473114,0.0046490338798964095,0.099474361066717
2292.67590595,0.0003182904347247312,0.0046490338798964095,0.099474361066717
