,14,15,16
1.576,0.004823080731955464,0.005839564937453281,0.0004149668404307154
1.65003073996,0.0058274847175501555,0.003517009730275402,0.0011981165335434797
1.72753898656,1.932305285423108e-06,0.0008396329201138685,0.0011981165335434795
1.80868809156,1.932305285423108e-06,0.0008396329201138685,0.0011981165335434797
1.89364908,1.932305285423108e-06,0.0008396329201138685,0.00119811653354348
1.9826010106,1.932305285423108e-06,0.0007341064499110892,0.0013951230260528921
2.07573135315,1.932305285423108e-06,1.9020810488016443e-06,0.0017115950479192586
2.17323638363,1.932305285423108e-06,1.9020810488016443e-06,0.0017115950479192586
2.27532159784,1.932305285423108e-06,1.9020810488016447e-06,0.0024586782577709697
2.3822021445,1.932305285423108e-06,1.9020810488016443e-06,0.0026179692016335856
2.4941032787,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
2.6112608366,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
2.73392173252,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536894e-06
2.86234447926,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
2.99679973295,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536894e-06
3.1375708635,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
3.28495455177,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
3.43926141484,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536894e-06
3.60081666069,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
3.76996077355,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
3.94705023147,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
4.13245825768,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
4.32657560709,1.9323052854231083e-06,1.9020810488016443e-06,1.4644753013536894e-06
4.52981138989,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
4.74259393372,1.932305285423108e-06,1.9020810488016447e-06,1.4644753013536892e-06
4.96537168642,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
5.19861416112,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
5.44281292579,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
5.69848263923,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
5.9661621357,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
6.24641556059,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
6.53983355936,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
6.84703452232,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536894e-06
7.16866588795,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
7.50540550738,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
7.857963073,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
8.22708161417,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
8.61353906317,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
9.01814989472,1.932305285423108e-06,1.902081048801644e-06,1.4644753013536892e-06
9.44176684256,1.9323052854231083e-06,1.9020810488016443e-06,1.4644753013536892e-06
9.88528269656,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
10.3496321843,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
10.8357939413,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
11.344792573,1.932305285423108e-06,1.9020810488016443e-06,1.4644753013536892e-06
