log2_bs,0.0,1.0,5.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,95.0,99.0,99.5,99.9,99.95,99.99,iops
14,0,460,489,509,536,561,577,602,618,643,675,716,757,847,897,1433,1875,2539,45936.035465
15,0,544,602,626,667,692,716,733,757,782,823,872,921,1089,1433,2834,3063,3784,37245.825139
16,0,765,831,872,921,954,987,1011,1044,1073,1122,1187,1269,1728,2310,3620,4620,10944,26898.570048
