log2_bs,0.0,1.0,5.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,95.0,99.0,99.5,99.9,99.95,99.99,iops
14,0,1204,1253,1269,1302,1318,1335,1351,1384,1417,1679,1843,1892,2056,2408,2605,2834,4882,19336.822106
15,0,1925,1974,2007,2056,2088,2146,2277,2408,2506,2572,2670,2736,2998,3162,3457,3981,5341,12107.863071
16,0,3489,3588,3686,3948,4046,4079,4112,4145,4177,4227,4292,4358,4620,4751,5210,5668,7045,6871.870938
